"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NRIP3",6.13960796258529e-48,3.89781104367102,0.918,0.199,1.13288046125624e-43
"AL160162.1",8.27389012834753e-09,3.89430003836303,0.273,0.066,0.000152669820648269
"PCSK2",3.84190704507422e-43,3.87651026785336,0.882,0.171,7.08908687957094e-39
"PLCXD3",1.23858533495923e-20,3.87489275469525,0.5,0.101,2.28543766006678e-16
"ADAMTS9.AS2",9.33774603930573e-12,3.86546997396577,0.273,0.042,1.72300089917269e-07
"SV2B",3.50631156428461e-07,3.85494966719672,0.255,0.073,0.00646984609841797
"PLCH1",3.34761207397213e-10,3.84355150890317,0.336,0.087,6.17701379889338e-06
"PRMT8",5.01650862957553e-18,3.83488991791347,0.391,0.052,9.25646172329277e-14
"AC092376.2",2.09600950348242e-25,3.83110660858896,0.482,0.049,3.86755673582576e-21
"VWA5B2",8.10567433371572e-13,3.81962010087415,0.282,0.038,1.49565902805723e-08
"AC139491.7",4.80721463035344e-34,3.81147103052984,0.573,0.038,8.87027243592816e-30
"VSTM2A",7.86874957055015e-40,3.80804594318726,0.827,0.171,1.45194167075791e-35
"CKMT1B",1.41797819097836e-47,3.79613584628349,0.873,0.115,2.61645335799328e-43
"KRT222",2.66862790682612e-25,3.79491208441088,0.5,0.059,4.92415221367555e-21
"SCG2",1.60440676708411e-46,3.78653739724367,0.991,0.402,2.9604513666236e-42
"DIRAS2",4.77528004412568e-34,3.77558851864856,0.718,0.122,8.8113467374207e-30
"RASGRF1",6.29001774473953e-33,3.77554117338181,0.664,0.098,1.16063407425934e-28
"GABRB2",4.68215499744407e-49,3.745103988155,0.973,0.273,8.63951240128381e-45
"ERICH3",7.20643026167085e-24,3.67493255249694,0.582,0.122,1.32973051188351e-19
"CNTN5",8.45995102347688e-32,3.65508280547749,0.664,0.105,1.56103016285195e-27
"NIPAL2",9.32716769587842e-14,3.64339612670426,0.327,0.052,1.72104898324349e-09
"MTUS2",1.11580707685092e-22,3.6405241094125,0.636,0.164,2.05888721820531e-18
"CHRNA6",1.76698569785959e-11,3.63531728804377,0.255,0.035,3.26044200969051e-07
"TSHZ2",1.71560264520491e-12,3.62846555222642,0.336,0.07,3.16563000093209e-08
"CRH",2.99859318733968e-24,3.62701864867172,0.5,0.063,5.53300414927918e-20
"TMEM130",1.00742006280698e-48,3.62515656186764,0.955,0.213,1.85889149989143e-44
"PRLHR",2.44790477457454e-14,3.61255532677458,0.327,0.049,4.51687389004493e-10
"STXBP5L",1.32828603140729e-38,3.60227738599887,0.882,0.224,2.45095338515273e-34
"CAMK2A",4.89871277555916e-44,3.58843992341324,0.882,0.196,9.03910481346176e-40
"PTPN20",1.12133583769094e-11,3.5857497831641,0.318,0.066,2.06908888770733e-07
"ENTPD3",2.09050295258051e-39,3.57251923399775,0.727,0.08,3.85739604810155e-35
"CNNM1",2.94876939102251e-29,3.53619050945825,0.6,0.084,5.44106928031474e-25
"HPCAL4",2.45650030688345e-30,3.53408301200572,0.7,0.143,4.53273436626133e-26
"VSTM2A.OT1",1.80193303767573e-23,3.53175788354941,0.627,0.157,3.32492684111926e-19
"FREM1",4.14628667038884e-11,3.5133340183727,0.309,0.066,7.65072816420149e-07
"PARM1",1.3707044358011e-38,3.49863087783302,0.836,0.199,2.52922382494018e-34
"INPP4B",1.93617954272133e-34,3.49161949371168,0.809,0.185,3.5726384922294e-30
"EPB41L4B",7.56812564263399e-20,3.48414924557013,0.427,0.063,1.39647054357882e-15
"CHGB",8.14766705845608e-40,3.480454261367,0.9,0.241,1.50340752562632e-35
"SYT17",2.19698623808868e-34,3.47348943839647,0.827,0.234,4.05387900652123e-30
"SUSD4",8.74917910965869e-33,3.47200513906319,0.645,0.084,1.61439852931422e-28
"PNMA8B",2.4727126074666e-18,3.46959659806852,0.4,0.056,4.56264930329737e-14
"TDRD9",1.01775685695808e-13,3.45837731666451,0.273,0.028,1.87796495245905e-09
"KAZN.AS1",5.88743399939144e-25,3.44676277193239,0.482,0.052,1.08634932156771e-20
"NEK10",2.54842897216672e-33,3.4467477172258,0.755,0.157,4.70236113944202e-29
"GRHL1",9.68352244167452e-11,3.42392208294368,0.309,0.066,1.78680356093778e-06
"HRK",1.33067811696398e-20,3.42381115919103,0.473,0.07,2.45536726142194e-16
"QPCT",1.68792920188369e-09,3.42101237637415,0.282,0.066,3.11456696331579e-05
"SCN2B",1.22407077504418e-33,3.4058534720665,0.636,0.077,2.25865539411153e-29
"CORO6",1.04675178626202e-22,3.40252850437227,0.491,0.07,1.93146639601068e-18
"CYP4X1",2.81450145534168e-26,3.39822985786823,0.545,0.073,5.19331808539646e-22
"SLC12A5",1.7343701002355e-41,3.39820166428673,0.873,0.178,3.20025970895454e-37
"HTR2C",1.95211445467354e-08,3.39258391808947,0.282,0.077,0.000360204159176362
"TUBA4A",6.48052825104133e-36,3.3833631500043,0.782,0.147,1.19578707288215e-31
"ZNF204P",6.28574986949607e-29,3.37980927618473,0.645,0.112,1.15984656591941e-24
"SLC6A17",2.33495740846291e-33,3.37474479333081,0.655,0.08,4.30846341009576e-29
"ANKRD18CP",7.92566594179692e-21,3.37077916379007,0.482,0.073,1.46244387958037e-16
"COL25A1",1.27156700373483e-08,3.35691860676775,0.255,0.059,0.00023462954352915
"DGKB",4.19596889977898e-25,3.34975945373542,0.682,0.182,7.74240181387217e-21
"NECAB2",2.05988047654162e-30,3.3268625849121,0.536,0.038,3.8008914553146e-26
"KLHL13",1.28854660358953e-14,3.32132576468828,0.436,0.105,2.37762619294341e-10
"CXCL14",4.51612226383748e-19,3.31717443026532,0.745,0.301,8.33314880123292e-15
"KCNQ5.AS1",5.9118350692214e-18,3.31590523521947,0.409,0.059,1.09085180697273e-13
"FNDC5",2.36973877532069e-14,3.31568478579829,0.391,0.08,4.37264198822174e-10
"KCNH5",3.21715737647282e-08,3.29538994531729,0.255,0.063,0.000593629879106765
"CDH8",1.25575072036972e-28,3.28406082623606,0.7,0.143,2.31711122922621e-24
"PTPRR",1.00091280357093e-26,3.28039230300996,0.582,0.087,1.84688430514909e-22
"MICAL2",1.23820071501645e-20,3.2787623424687,0.555,0.133,2.28472795934835e-16
"ANKRD30B",2.41656859020016e-22,3.26688369833033,0.436,0.045,4.45905236263733e-18
"TRHDE",1.04518866733264e-10,3.26059742038796,0.436,0.15,1.92858212896219e-06
"SLC7A14",4.9532727443896e-32,3.25986712675511,0.7,0.122,9.1397788679477e-28
"NEFH",8.21069058999797e-16,3.25798292993641,0.373,0.059,1.51503662766643e-11
"GRIN1",7.71993064927197e-28,3.24647122626654,0.6,0.098,1.42448160340366e-23
"CREG2",1.19556776097919e-35,3.2439483178806,0.8,0.168,2.2060616325588e-31
"CHRM3.AS2",4.69864433926823e-21,3.2351992584174,0.545,0.112,8.66993853481773e-17
"DRP2",1.04606773417934e-10,3.23354086034618,0.318,0.073,1.93020418310773e-06
"SNAP25",1.74721048147669e-46,3.22818874695359,1,0.717,3.22395278042079e-42
"ATP2B3",1.55557724643315e-26,3.21891719660325,0.591,0.094,2.87035113511845e-22
"CIT",7.49703041463176e-40,3.21856087141751,0.927,0.262,1.38335205210785e-35
"STAR",1.52532020579027e-16,3.20750245925879,0.336,0.038,2.81452084372421e-12
"OPRM1",5.52610960670712e-09,3.20606325929816,0.3,0.08,0.00010196777446296
"FSTL5",2.3192506852787e-24,3.19423396379512,0.745,0.252,4.27948136447627e-20
"RAB3B",4.52232122622852e-18,3.19019612197428,0.636,0.22,8.34458712663686e-14
"MYH7",3.07888036102212e-19,3.1901146280038,0.4,0.049,5.68115004215802e-15
"CPNE7",4.53917084049921e-15,3.18120139964277,0.273,0.021,8.37567803488914e-11
"ST8SIA3",8.22028552151972e-34,3.16916742270204,0.755,0.14,1.51680708443082e-29
"CX3CL1",1.49032550927743e-14,3.16792680854547,0.464,0.119,2.74994862971871e-10
"TMEM38A",9.35005396818426e-15,3.16363659792787,0.364,0.063,1.72527195820936e-10
"IQSEC3",4.20100523377215e-17,3.16041933935091,0.318,0.028,7.75169485735637e-13
"PDE2A",1.60736886467752e-24,3.15176993947587,0.591,0.101,2.96591702910296e-20
"FGD5",3.30874951301361e-13,3.14126124319017,0.264,0.028,6.10530460141271e-09
"ZNF385D",4.66041271465461e-36,3.13962142227039,0.882,0.287,8.59939354108068e-32
"THY1",2.00681467685409e-38,3.13800196254315,0.918,0.301,3.70297444173117e-34
"UPP1",2.77063034421508e-26,3.1274176863055,0.645,0.129,5.11236711114566e-22
"KCNC1",2.25876239833183e-30,3.12565574422956,0.736,0.157,4.1678683774019e-26
"CNR1",8.00490887257435e-25,3.11508498990267,0.864,0.458,1.47706578516742e-20
"WSCD2",5.7432019150445e-19,3.1050606014746,0.364,0.035,1.05973561736401e-14
"DNM1",1.39467659010299e-37,3.10154407688046,0.918,0.276,2.57345724405803e-33
"EML5",4.491865685962e-12,3.09163047546557,0.445,0.136,8.28839056373708e-08
"HSPB3",2.99754750360681e-20,3.09075157398108,0.355,0.024,5.53107465365528e-16
"TCEAL6",5.6044370638921e-37,3.0889100388046,0.764,0.133,1.03413072702937e-32
"PCYOX1L",3.96999044673872e-13,3.08726660960683,0.373,0.073,7.32542637232229e-09
"CDH7",5.42707589745547e-17,3.08578090223496,0.418,0.073,1.00140404459848e-12
"IGF1",8.96157488313448e-34,3.07904514776313,0.627,0.066,1.65358979743597e-29
"PDE1B",8.07437565440049e-28,3.07519802331353,0.564,0.066,1.48988379574998e-23
"SGSM1",9.79150519529641e-23,3.07337213305249,0.6,0.136,1.80672853863609e-18
"PRKAG2.AS1",2.02001741134319e-14,3.07290736506083,0.327,0.049,3.72733612741046e-10
"GFRA2",6.77399612447588e-15,3.07198241003305,0.273,0.021,1.24993776488829e-10
"HEATR4",2.42583626430212e-05,3.06155912365708,0.318,0.136,0.447615307489027
"PPARGC1B",2.24074905774034e-17,3.05513498851441,0.427,0.08,4.13463016134248e-13
"AC007785.3",3.60322672728188e-11,3.05247913003363,0.382,0.115,6.64867395718053e-07
"CHRM3",6.2131270166209e-32,3.04901030866157,0.827,0.252,1.14644619710689e-27
"ABCA6",3.14877176358851e-25,3.03341686618221,0.582,0.098,5.81011365817351e-21
"GLB1L3",2.64111007865416e-10,3.03084596695276,0.273,0.052,4.87337631713266e-06
"GLT1D1",6.12188039680635e-15,3.02774733785334,0.327,0.042,1.12960937081871e-10
"RAB3C",3.49501916423103e-37,3.02679268016705,0.909,0.231,6.4490093618391e-33
"CNTNAP2",3.11274141865639e-33,3.02476695794097,0.845,0.238,5.74363046570477e-29
"KCNB1",7.91562379032269e-38,3.0227189333906,0.882,0.224,1.46059090179034e-33
"ANKRD36BP2",2.47065719500822e-15,3.01127484477659,0.436,0.101,4.55885665622917e-11
"SYN1",1.00681824223517e-40,3.00631522220236,0.818,0.126,1.85778102057233e-36
"KCNC2",1.06626446389841e-39,3.00399024517346,0.836,0.189,1.96747118878534e-35
"AC012213.4",7.74528115958566e-27,2.99976638409132,0.545,0.066,1.42915927956675e-22
"PPFIA4",1.47133162090977e-20,2.99696867206915,0.491,0.087,2.7149011069027e-16
"SLC4A3",1.65023502577374e-19,2.99627737324602,0.591,0.154,3.0450136695577e-15
"CACNA1D",4.61368291901058e-32,2.99351151462381,0.827,0.241,8.51316772215832e-28
"CHST2",5.61484766599648e-08,2.99200292163002,0.3,0.091,0.00103605169132967
"PLD5",2.92231636972568e-23,2.98735252654353,0.664,0.171,5.39225816541783e-19
"DLX1",5.43742095769888e-38,2.97356294159847,0.8,0.126,1.0033129151146e-33
"B4GALT6",2.81704941501843e-21,2.9713766157139,0.682,0.206,5.19801958059202e-17
"AP1S2",6.05600277323641e-27,2.97108077353313,0.855,0.409,1.11745363171758e-22
"SCN7A",1.4902865575865e-16,2.96911466624075,0.518,0.15,2.74987675605861e-12
"PNMA3",1.99364727643857e-19,2.96480563772043,0.436,0.066,3.67867795448444e-15
"SVEP1",1.88120109014739e-14,2.96147814269236,0.482,0.14,3.47119225153997e-10
"SLITRK3",5.32612126279484e-19,2.959604083223,0.455,0.07,9.82775895410904e-15
"SNX10",2.29837969929852e-41,2.94715426309224,0.927,0.269,4.24097022114563e-37
"HLF",5.63489582408995e-23,2.94247629887902,0.655,0.164,1.03975097746108e-18
"OLFM3",1.52628197712305e-19,2.94174412991257,0.582,0.147,2.81629550418744e-15
"FAM153A",2.89862134917248e-26,2.93974992991109,0.464,0.035,5.34853611349306e-22
"GAD2",5.37735919886816e-41,2.93886323831248,0.855,0.171,9.92230319375153e-37
"UNC13C",6.09606075522292e-11,2.93411206434354,0.336,0.08,1.12484513055373e-06
"FAM153C",4.18551704132705e-37,2.93234561053763,0.855,0.22,7.72311604465666e-33
"RIMS2",1.16012761799423e-38,2.92670771859928,0.982,0.343,2.14066748072296e-34
"ENSG00000288557.1",8.66097784342889e-17,2.91608206938736,0.336,0.035,1.5981236316695e-12
"SULT4A1",2.53283168880658e-36,2.90942656050876,0.836,0.178,4.6735810321859e-32
"NAP1L5",7.08841352875584e-36,2.90208208218271,0.9,0.294,1.30795406432603e-31
"RIMS3",2.64304719111734e-19,2.8961091772613,0.482,0.087,4.87695067704971e-15
"SLC24A4",9.02504473704016e-12,2.89002883714035,0.355,0.084,1.66530125487865e-07
"RGS12",3.44876964417763e-30,2.88891097865543,0.864,0.353,6.36366974743656e-26
"RGS7BP",5.43114290997371e-33,2.87971574173625,0.7,0.108,1.00215448974835e-28
"RAB3A",9.3130967965308e-31,2.87446911791614,0.8,0.238,1.71845262089586e-26
"RGS8",1.1499625688768e-19,2.8675606467067,0.445,0.066,2.12191093209147e-15
"XACT",5.71871072125736e-07,2.86210882364783,0.727,0.514,0.0105521650228641
"AC024610.2",5.48192061910093e-15,2.86024842417819,0.555,0.178,1.0115239926365e-10
"PNMA2",1.38309711110972e-40,2.85951293059457,0.982,0.364,2.55209078941965e-36
"NAP1L3",7.51120917180204e-37,2.85926985880993,0.973,0.423,1.38596831638091e-32
"ST8SIA5",1.14369931584772e-28,2.85414589627926,0.718,0.147,2.11035397760221e-24
"TEF",2.14627711335085e-06,2.84898151334348,0.3,0.115,0.0396031052955499
"ASIC2",2.73513425293992e-11,2.84640100479831,0.355,0.084,5.04686972352473e-07
"TRHDE.AS1",6.21250238172602e-12,2.84187928612051,0.291,0.049,1.14633093947608e-07
"HOOK1",4.75649494046793e-27,2.8367372775636,0.709,0.175,8.77668446415142e-23
"SYT1",1.1244912800069e-37,2.83570520551701,0.991,0.664,2.07491130986872e-33
"RXRG",1.31700070214085e-11,2.83318448537989,0.291,0.049,2.4301296955903e-07
"NPTX2",7.31494291782496e-13,2.81801285335411,0.309,0.049,1.34975326719706e-08
"SYT12",1.64200028644232e-15,2.80857272886111,0.345,0.049,3.02981892854337e-11
"ASS1",1.1710728502524e-21,2.8050229163112,0.482,0.066,2.16086362328573e-17
"SST",1.3802937291009e-05,2.80432011110184,0.273,0.105,0.254691798893698
"CLSTN2",6.70506639235099e-13,2.80121565234786,0.418,0.108,1.2372188507166e-08
"SZT2",0.00724994500875016,2.79841980589252,0.4,0.255,1
"PROX1.AS1",1.55322793795232e-16,2.79788805825691,0.409,0.073,2.86601619110962e-12
"DPY19L2P1",5.01626696208818e-14,2.78980429229005,0.527,0.175,9.2560157984451e-10
"FGF14",6.15065038047839e-34,2.7880826446999,0.891,0.287,1.13491800820587e-29
"KCNAB3",4.86153054721285e-17,2.78338209637557,0.445,0.084,8.97049616571715e-13
"KCNK1",7.94633801443936e-15,2.78257449068711,0.518,0.161,1.46625829042435e-10
"HPRT1",9.24267775947005e-32,2.78078289227911,0.845,0.245,1.70545890017741e-27
"GRIN2A",1.77956342627906e-25,2.77841875813754,0.736,0.234,3.28365043417013e-21
"GRIK2",3.19993380445374e-34,2.7740765921994,0.982,0.521,5.90451785597805e-30
"OPCML",1.36395989685366e-28,2.77381122775827,0.864,0.294,2.51677880167437e-24
"ZDHHC22",8.17571647578024e-13,2.77324139674274,0.373,0.08,1.50858320411097e-08
"COA7",2.25287821689221e-06,2.7728521778195,0.309,0.122,0.0415701088580951
"AL591441.1",3.88815718392295e-11,2.77211498518608,0.282,0.049,7.17442763577463e-07
"INHBA.AS1",1.67793153255604e-23,2.77173554624509,0.482,0.059,3.0961192638724e-19
"MAP7D2",8.02561861879774e-36,2.76794246639651,0.882,0.255,1.48088714754056e-31
"PTPRN",8.74028190159414e-39,2.76756227572832,0.791,0.126,1.61275681648215e-34
"HTR1F",1.19922619188717e-09,2.76492844459281,0.273,0.059,2.21281216927021e-05
"CES4A",3.85431853338571e-30,2.7563683690378,0.691,0.122,7.11198855780331e-26
"DMKN",1.62001905648271e-14,2.75428047944392,0.3,0.035,2.9892591630219e-10
"KSR2",2.22180069189713e-22,2.75384272477492,0.573,0.115,4.09966663668858e-18
"GABBR2",2.15666598361304e-38,2.7514753398224,0.973,0.374,3.97948007296278e-34
"AC073343.2",2.17550139052874e-06,2.74884435010415,0.255,0.08,0.0401423516580362
"IFFO1",0.000140100208221261,2.74870467167878,0.255,0.108,1
"MEG3",8.6448627105443e-41,2.73105052726983,1,0.741,1.59515006734963e-36
"FAM133A",2.6152703053071e-20,2.72182119051745,0.473,0.073,4.82569676735267e-16
"FAM43B",4.94135439480089e-13,2.72128715936146,0.255,0.024,9.1177871292866e-09
"NXPH2",2.40938705174178e-11,2.72098257687851,0.273,0.042,4.44580098787393e-07
"PITPNM3",3.51993302629578e-12,2.71775133059904,0.318,0.059,6.49498042012097e-08
"DPY19L2P4",7.71630298506958e-11,2.71580058378095,0.291,0.056,1.42381222680504e-06
"BICDL1",2.82399595972361e-15,2.70780131736241,0.427,0.091,5.21083734488201e-11
"CELF4",1.62830736695492e-40,2.70060849388308,1,0.378,3.00455275350522e-36
"DLX6",1.15624230285996e-19,2.68737853542789,0.455,0.07,2.13349829723721e-15
"KCNJ9",9.80395467187334e-14,2.68395159535252,0.273,0.028,1.80902571605407e-09
"CPLX2",3.22863214364287e-25,2.67983506834301,0.755,0.238,5.95747203144982e-21
"ANKRD30BL",2.98298431940202e-08,2.67564380629395,0.255,0.063,0.00055042026661606
"PAQR9",3.58912084410075e-12,2.67278445942069,0.445,0.14,6.6226457815347e-08
"SYNGR3",4.55212573229202e-32,2.66963901864574,0.764,0.143,8.39958240122524e-28
"STEAP2",3.89647712839161e-36,2.66480700931644,0.882,0.255,7.1897795973082e-32
"SERPINI1",2.41137919018714e-26,2.66389955015316,0.9,0.371,4.44947688173331e-22
"GALNTL6",7.76583096494315e-30,2.66154293765323,0.636,0.094,1.43295112965131e-25
"GAD1",1.43577944066665e-37,2.65654345325435,0.927,0.329,2.64930022391811e-33
"ENSG00000289427.1",1.53170518677904e-22,2.65163756096989,0.409,0.031,2.82630241064469e-18
"AK5",6.03882179367453e-23,2.64829176696669,0.709,0.206,1.11428339736882e-18
"NPTXR",1.40053004947146e-26,2.64453607169334,0.782,0.231,2.58425804728473e-22
"SIDT1",2.4193763651689e-11,2.64255778741043,0.318,0.066,4.46423326900965e-07
"LGI2",5.36842211891175e-19,2.64253655095334,0.445,0.066,9.90581249381597e-15
"GPRASP1",3.58208074593759e-39,2.64018105182127,0.955,0.273,6.60965539240405e-35
"SMIM10L2B",1.88516423342661e-10,2.63501664314304,0.255,0.042,3.47850504351878e-06
"OXR1",5.71078564670758e-35,2.63366107627867,0.973,0.556,1.05375416753048e-30
"AC079296.1",7.62515312816096e-16,2.63317489374351,0.273,0.017,1.40699325520826e-11
"KCTD16",2.27654606206359e-25,2.63130123835067,0.745,0.227,4.20068279371974e-21
"GRIP2",1.79343385030515e-25,2.62657643815265,0.545,0.07,3.30924414058307e-21
"KIAA1217",1.00591820738183e-25,2.62533408341074,0.782,0.259,1.85612027626095e-21
"SYNPO",4.91806576224201e-09,2.61906201493614,0.255,0.056,9.07481494448895e-05
"SPRYD3",7.94623502583557e-26,2.6186095391015,0.718,0.185,1.46623928696718e-21
"SLC7A8",7.61011965470954e-21,2.61729848284085,0.5,0.084,1.404219278687e-16
"RCAN2",7.89024283020512e-35,2.61412759371325,0.845,0.21,1.45590760702945e-30
"CFAP69",2.4100262979833e-10,2.61141727127285,0.436,0.157,4.44698052503878e-06
"NLGN4Y",0.0046448488266,2.6092513873037,0.273,0.164,1
"CA11",3.77714598415705e-11,2.60289396909999,0.364,0.094,6.96958976996659e-07
"GPR162",5.22264693236015e-23,2.6020360140801,0.573,0.101,9.63682811959095e-19
"SMIM17",3.90004188610736e-27,2.60198942202315,0.782,0.241,7.1963572882453e-23
"CACNA1B",7.31318190840363e-24,2.59932759360273,0.745,0.252,1.34942832573864e-19
"ITGA8",5.35214722550306e-13,2.5891174127018,0.436,0.119,9.87578206049824e-09
"NR3C2",7.2102915610241e-21,2.58757012158671,0.645,0.185,1.33044299884017e-16
"PKNOX2",1.67454059539557e-09,2.58666970056745,0.382,0.126,3.0898623066239e-05
"STX1B",3.17034736864709e-18,2.58598532603226,0.491,0.101,5.84992496462761e-14
"CACNG3",2.14013206078677e-23,2.5850224245043,0.536,0.084,3.94897167856375e-19
"FRMPD4",2.11282339430046e-32,2.58323234051211,0.809,0.199,3.8985817271632e-28
"AC008056.1",4.39316057564737e-12,2.57928596992617,0.3,0.049,8.10625989418452e-08
"ANKRD20A7P",2.67545981498572e-20,2.57919317551293,0.6,0.164,4.93675845061165e-16
"SNCA",2.61125153345138e-18,2.57670711068066,0.791,0.385,4.81828132952449e-14
"ARHGAP28",3.97682186205352e-10,2.57360428663426,0.4,0.126,7.33803169986116e-06
"CDH18",1.28849575052466e-19,2.56791942260064,0.618,0.178,2.37753235886811e-15
"ENSG00000287551.1",5.06353556321093e-12,2.56120392076992,0.264,0.035,9.34323582123681e-08
"SPINT2",1.25343164090892e-21,2.55905565571604,0.564,0.115,2.31283206380514e-17
"PRELID2",9.86012707595018e-12,2.55854665234088,0.336,0.073,1.81939064805433e-07
"LINC01750",4.46880013577701e-16,2.55802926721051,0.318,0.031,8.24583001053574e-12
"NRXN3",7.26941109996668e-43,2.55120315632602,0.991,0.353,1.34135173616585e-38
"DNAJC5",4.82796683193565e-25,2.55115759149647,0.664,0.143,8.90856439828766e-21
"GALNT17",7.21514138227693e-24,2.55088810369014,0.564,0.091,1.33133788785774e-19
"FRRS1L",3.55710866491404e-34,2.5496884209055,0.964,0.399,6.56357690849938e-30
"AC007751.2",4.24925898948561e-18,2.54922606112662,0.436,0.073,7.84073268739885e-14
"GOT1",7.47344714439194e-36,2.54646780374417,0.955,0.364,1.3790004670832e-31
"TSPYL2",7.77144293198952e-35,2.5461294195971,0.955,0.36,1.43398664981071e-30
"BMPER",4.36385159001882e-07,2.54269588419807,0.309,0.108,0.00805217895390273
"NT5C1A",6.26110863376346e-20,2.54133443148793,0.627,0.199,1.15529976510203e-15
"PIN1",5.66336399312301e-26,2.53897629544698,0.673,0.168,1.04500392401106e-21
"CEND1",7.65624754993533e-18,2.53779919371379,0.436,0.077,1.41273079791407e-13
"ENSG00000289094.1",1.68192598004213e-08,2.53605290024021,0.291,0.08,0.000310348981837373
"B4GAT1",1.64364680008002e-38,2.53347788780145,0.909,0.234,3.03285707550766e-34
"CDK5",2.21937291958996e-19,2.53073164701133,0.591,0.164,4.09518691122739e-15
"GUCY1B1",1.43118482109662e-31,2.52934027856641,0.909,0.36,2.64082223188748e-27
"MIR7.3HG",2.42172400820435e-23,2.52832050328587,0.491,0.07,4.46856513993866e-19
"NR2F2.AS1",4.49122677323461e-19,2.52807206126857,0.536,0.122,8.28721164197251e-15
"ARF3",8.24446415848981e-26,2.52631388475477,0.809,0.276,1.52126852652454e-21
"NAP1L2",1.3846375376069e-21,2.52601127202205,0.636,0.175,2.55493318439225e-17
"WNT10B",3.00896773913984e-10,2.52338525264067,0.264,0.049,5.55214727226083e-06
"BAIAP3",6.58195678542376e-11,2.51899284680356,0.282,0.052,1.21450266604639e-06
"ATP5IF1",2.01111711803378e-34,2.51446786277891,0.973,0.51,3.71091330619594e-30
"CPNE9",2.29141938126864e-15,2.51043936145426,0.3,0.028,4.2281270423169e-11
"LYPD6B",8.07476564470074e-11,2.50635108173287,0.327,0.073,1.48995575676018e-06
